entity_term,entity_name
amonafide,drug
amorolfine,drug
anagrelida,drug
anagrelide,drug
anagrelidum,drug
anethole,drug
lanreotide,drug
anileridine,drug
aniracetam,drug
anisin indandione,drug
anisindiona,drug
anisindione,drug
anisindionum,drug
apocarotenal,drug
galactoarabinan,drug
arachis oil,drug
groundnut oil,drug
peanut oil,drug
l-arg,drug
l-arginine,drug
arsenic oxide,drug
arsenic trioxide,drug
arsenolite,drug
arsenous oxide,drug
diarsenic oxide,drug
diarsenic trioxide,drug
white arsenic,drug
arsenic trisulfide,drug
artemetero,drug
artemether,drug
artemetherum,drug
beta-artemether,drug
artesunate,drug
asiaticoside,drug
astaxanthin,drug
sparfloxacin,drug
atipamezole,drug
attapulgite,drug
attapulgus clay,drug
dexamethasone,drug
avilamycin,drug
azatadine,drug
acidum azelaicum,drug
anchoic acid,drug
azelaic acid,drug
azelainsaeure,drug
lepargylic acid,drug
n-nonanedioic acid,drug
nonandis채ure,drug
nonandisaeure,drug
nonanedioic acid,drug
azelex,drug
finacea,drug
azelastine,drug
azidocilina,drug
azidocillin,drug
azidocilline,drug
azidocillinum,drug
azithromycin,drug
azosemide,drug
bacampicilina,drug
bacampicillin,drug
bacampicilline,drug
bacampicillinum,drug
baicalin,drug
bakuchiol,drug
balsalazide,drug
bambuterol,drug
bamifylline,drug
bamipine,drug
barium carbonate,drug
barium chloride,drug
dexamethasone,drug
beclamide,drug
benazepril,drug
benfluorex,drug
benoxil,drug
benoxinate,drug
oxibuprocaina,drug
oxybucaine,drug
oxybuprocaine,drug
oxybuprocainum,drug
oxyriprocaine,drug
bentiromide,drug
btpaba,drug
benzoic acid,drug
benzonatate,drug
benzononatine,drug
benznidazole,drug
benzonidazole,drug
benzophenone,drug
benzoylbenzene,drug
diphenyl ketone,drug
diphenylmethanone,drug
phenyl ketone,drug
benzthiazide,drug
benztiazide,drug
benzquinamide,drug
benzyl chloride,drug
benzylparaben,drug
benzylthiouracil,drug
beta carotene,drug
betacarotene,drug
beta-thujaplicin,drug
bethanechol,drug
beta-betulinic acid,drug
betulinic acid,drug
bifonazole,drug
trifonazole,drug
bisabolol,drug
bismuth oxide,drug
bismuth oxychloride,drug
bismuth subgallate,drug
bismuth subnitrate,drug
wismutsubsalicylat,drug
bisoprolol,drug
bitolterol,drug
pemirolast,drug
cefprozil,drug
bone meal,drug
bopindolol,drug
bornaprine,drug
nesiritide,drug
bretylium,drug
brodimoprim,drug
idrocilamide,drug
bromfenac,drug
bromfenaco,drug
bromfenacum,drug
bromazina,drug
bromazine,drug
bromazinum,drug
bromopride,drug
bromperidol,drug
bronopol,drug
brotizolam,drug
budesonide,drug
budipine,drug
buflomedil,drug
bumadizone,drug
bunazosin,drug
allylbarbital,drug
allylbarbitone,drug
butalbarbital,drug
butalbital,drug
butalbitalum,drug
itobarbital,drug
tetrallobarbital,drug
butamben,drug
butamirate,drug
butanilicaine,drug
butethal,drug
butobarbital,drug
butobarbitone,drug
alant starch,drug
butoconazole,drug
compositenst채rke,drug
polyfructosanum,drug
butriptyline,drug
butyl acetate,drug
butylparaben,drug
butylvinal,drug
vinylbital,drug
acrivastine,drug
cadexomer iodine,drug
caffeic acid,drug
calciparine,drug
calcium silicate,drug
camylofin,drug
camylofine,drug
octanoic acid,drug
caramiphen,drug
carbetapentane,drug
pentoxyverine,drug
carbinoxamine,drug
carbinoxamine base,drug
paracarbinoxamine,drug
methyldinoprost,drug
methyl synephrin,drug
methyl synephrine,drug
methylsympatol,drug
methylsynephrin,drug
methylsynephrine,drug
oxilofrine,drug
oxyephedrin,drug
p-hydroxyephedrine,drug
carprofen,drug
carvedilol,drug
caryophyllene,drug
cefamandole nafate,drug
cefepime,drug
cefetamet,drug
cefodizime,drug
ceforanide,drug
cefpodoxima,drug
cefpodoxime,drug
cefpodoximum,drug
ceftibuten,drug
ceftibutene,drug
ceftibuteno,drug
ceftibutenum,drug
cis-ceftibuten,drug
celiprolol,drug
cesium chloride,drug
cetiedil,drug
cetirizine,drug
cetrimonium,drug
chloramine-t,drug
benzocaina,drug
benzocaine,drug
benzocainum,drug
ethyl aminobenzoate,drug
p-carbethoxyaniline,drug
chlorine dioxide,drug
chlorocresol,drug
chloroprocain,drug
chloroprocaine,drug
chloroprocainum,drug
chlorprocaine,drug
cloroprocaina,drug
chloropyramine,drug
chlorpyramine,drug
halopyramine,drug
chlorous acid,drug
chloroxine,drug
chlorquinol,drug
chloroxylenol,drug
chlorozotocin,drug
chlorphenoxamine,drug
chlortenoxicam,drug
lornoxicam,drug
cholic acid,drug
choline salicylate,drug
oxtriphylline,drug
theocolin,drug
chromic chloride,drug
chromium chloride,drug
trichlorochromium,drug
chromium dioxide,drug
chromium oxide,drug
chrysin,drug
ciclopirox,drug
cibenzoline,drug
cifenline,drug
cilazapril,drug
cilostazol,drug
cilostazole,drug
cajeputol,drug
cineol,drug
cineole,drug
cucalyptol,drug
eucalyptol,drug
eucapur,drug
zineol,drug
cinitapride,drug
cinnamedrine,drug
cinnamaldehyde,drug
cinnamic aldehyde,drug
ciprofibrate,drug
citiolone,drug
citral,drug
citric acid,drug
clarithromycin,drug
clarithromycina,drug
clarithromycine,drug
clarithromycinum,drug
clavulanic acid,drug
clebopride,drug
clidinium,drug
clobazam,drug
clobenzorex,drug
clobutinol,drug
clocortolone,drug
chlophedianol,drug
clofedanol,drug
clofoctol,drug
clomocyclina,drug
clomocycline,drug
cloprednol,drug
cloxazolam,drug
cloxazolazepam,drug
cobalt sulfate,drug
cobaltous nitrate,drug
cobamamide,drug
cocoa butter,drug
coconut oil,drug
ubidecarenone,drug
coniferyl alcohol,drug
coniine,drug
copper sulfate,drug
cordycepin,drug
cortisone acetate,drug
cortivazol,drug
coumaran,drug
cresatin,drug
crotamiton,drug
cupric acetate,drug
cupric chloride,drug
cupric glycinate,drug
cupric oxide,drug
cuprous chloride,drug
curdlan,drug
cyamemazine,drug
cicletanine,drug
ciclobenzaprina,drug
cyclobenzaprine,drug
cyclobenzaprinum,drug
cyclobutyrol,drug
cyclodrine,drug
gamma-cyclodextrin,drug
cyclothiazide,drug
cicrimina,drug
cycrimine,drug
cycriminum,drug
cyproterone,drug
cyproterone acetate,drug
baptitoxine,drug
cytisine,drug
sophorine,drug
ulexin,drug
chrysazin,drug
danthron,drug
dantron,drug
dapiprazol,drug
dapiprazole,drug
dapiprazolum,drug
daptomycin,drug
decamethrin,drug
decanoic acid,drug
defibrotide,drug
deflazacort,drug
dhea sulfate,drug
dhea sulphate,drug
dhea-s,drug
prasterone sulfate,drug
prasterone sulphate,drug
demegestone,drug
desogestrel,drug
cerazette,drug
detomidine,drug
d-brompheniramine,drug
desbrofeniramina,drug
dexbromfeniramina,drug
dexbrompheniramine,drug
parabromodylamine,drug
dexchlorpheniramine,drug
d-panthenol,drug
d-pantothenol,drug
dexpanthenol,drug
motilyn,drug
pantothenol,drug
pantothenyl alcohol,drug
provitamin b,drug
panthenol,drug
dextranomer,drug
maltodextrin,drug
dezocine,drug
diacerein,drug
diacetylrhein,drug
cyproterone acetate,drug
diazolidinylurea,drug
dibrompropamidine,drug
dicetylphosphate,drug
dichloralphenazone,drug
diclazuril,drug
dienogest,drug
dienogestril,drug
endometrion,drug
diethanolamine,drug
difenoxin,drug
difenoxina,drug
difenoxinum,drug
diphenoxilic acid,drug
diphenoxin,drug
diphenoxylic acid,drug
difluprednate,drug
durezol,drug
digitalin,drug
porfimer sodium,drug
dihydrocodeine,drug
aldioxa,drug
deacetylbisacodyl,drug
diisopropanolamine,drug
diisopropylamine,drug
dimethyl fumarate,drug
tecfidera,drug
dimethylacetamide,drug
distearyldimonium,drug
benzododecinium,drug
dioxybenzone,drug
vagophemanil,drug
difenidol,drug
difenidolo,drug
diphenidol,drug
difenilpiralina,drug
diphenylpyralamine,drug
diphenylpyraline,drug
diphenylpyralinum,drug
dipipanone,drug
dipivefrin,drug
dipivefrine,drug
pro-epinephrine,drug
dipropizine,drug
dropropizine,drug
dipropylacetamide,drug
valpromide,drug
dipyrithione,drug
dirithromycin,drug
disilver oxide,drug
dodecyl sulfate,drug
lauryl sulfate,drug
dodicin,drug
domiphen,drug
dopexamine,drug
doxacurium,drug
dromostanolone,drug
drostanolona,drug
drostanolone,drug
drostanolonum,drug
drotaverin,drug
drotaverine,drug
droxicam,drug
dyclocaine,drug
dyclonine,drug
ebastine,drug
efloxate,drug
ethyl icosapentate,drug
icosapent ethyl,drug
enrofloxacin,drug
epomediol,drug
eprazinone,drug
eprozinol,drug
epsiprantel,drug
erdosteine,drug
etifoxine,drug
etamivan,drug
ethamivan,drug
ethanolamine oleate,drug
ethamolin,drug
ethaverine,drug
ethenzamide,drug
ethinamate,drug
ethinamatum,drug
etinamato,drug
ethoheptazine,drug
ethybenztropine,drug
ethyl acetate,drug
ethyl acetoacetate,drug
vinpocetine,drug
ethyl cellulose,drug
ethyl lactate,drug
ethyl linoleate,drug
ethyl linolenate,drug
ethyl loflazepate,drug
ethyl maltol,drug
ethyl oleate,drug
ethyl palmitate,drug
ethynodiol,drug
etynodiol,drug
etodolac,drug
etodolic acid,drug
etodols채ure,drug
etofamide,drug
etofenamate,drug
etofibrate,drug
fludarabine,drug
febantel,drug
febarbamate,drug
felbamate,drug
felbamato,drug
felbamatum,drug
fenamiphos,drug
fenbufen,drug
fenethylline,drug
fenetylline,drug
fenofibric acid,drug
fenoldopam,drug
fenoverine,drug
fenoxazoline,drug
fenozolone,drug
fenorex,drug
fenproporex,drug
fenretinide,drug
fenticonazole,drug
ferric chloride,drug
ferric citrate,drug
berlin blue,drug
ferric ferrocyanide,drug
ferrocin,drug
paris blue,drug
parisian blue,drug
prussian blue,drug
ferric oxide,drug
iron saccharate,drug
iron sucrose,drug
iron sugar,drug
saccharated iron,drug
ferric phosphate,drug
ferric sulfate,drug
ferumoxytol,drug
ferrous chloride,drug
ferrous fumarate,drug
ferrous gluconate,drug
ferrous succinate,drug
ferrous sulfate,drug
finasteride,drug
cefixime,drug
cefdinir,drug
florfenicol,drug
flosequinan,drug
flubendazole,drug
fludarabine,drug
flumequine,drug
flunisolide,drug
flunixin,drug
fluocinolone,drug
fluorapatite,drug
flupirtine,drug
formoterol,drug
fosfestrol,drug
follitrophin beta,drug
follitropin beta,drug
fulvic acid,drug
fumagillin,drug
fumaric acid,drug
fusafungin,drug
fusafungine,drug
gabapentin,drug
gabapentin gr,drug
gabapentina,drug
gabapetin,drug
neurontin,drug
gallium nitrate,drug
gamolenic acid,drug
genistein,drug
genisteol,drug
genisterin,drug
geraniol,drug
teprenone,drug
germanium dioxide,drug
gestoden,drug
gestodene,drug
glaucine,drug
gleptoferron,drug
glimepiride,drug
gliquidone,drug
calcium glubionate,drug
glubionate calcium,drug
glucametacin,drug
gluconolactone,drug
glucuronolactone,drug
glutamic acid,drug
l-glutamic acid,drug
l-glutaminic acid,drug
glycerol formal,drug
glycol salicylate,drug
glycyrrhizic acid,drug
ondansetron,drug
zofran odt,drug
granisetron,drug
guaiazulene,drug
guanadrel,drug
guar gum,drug
halazepam,drug
paxipam,drug
halometasone,drug
haloprogin,drug
halotex,drug
hesperetin,drug
hesperitin,drug
hetacillin,drug
phenazacillin,drug
hexafluorenium,drug
hexafluronium,drug
hexamidine,drug
hexocyclium,drug
cyclaine,drug
hexylcaine,drug
homatropine,drug
homoharringtonin,drug
homoharringtonine,drug
tramiprosate,drug
cefpirome,drug
leflunomida,drug
leflunomide,drug
arava,drug
hydroiodic acid,drug
hydroquinidine,drug
hydroquinine,drug
hydrotalcite,drug
hydroxycitric acid,drug
hypericin,drug
hypromellose,drug
desflurane,drug
suprane,drug
tropisetron,drug
ifenprodil,drug
indanazoline,drug
indobufen,drug
hexanicotol,drug
inositol niacinate,drug
inositol nicotinate,drug
invert sugar,drug
iodinated glycerol,drug
iodoform,drug
iopentol,drug
isoaminile,drug
erythorbic acid,drug
isobutyl alcohol,drug
isobutyramide,drug
isoconazole,drug
lanatoside c,drug
isometheptene,drug
isopropyl myristate,drug
isopropyl palmitate,drug
monosorbitrate,drug
isothipendyl,drug
itraconazole,drug
oriconazole,drug
jojoba oil,drug
jojoba wax,drug
oxaceprol,drug
emedastine,drug
keracyanin,drug
ketazolam,drug
kebuzone,drug
kojic acid,drug
clorsulon,drug
lacidipine,drug
lactic acid,drug
milk acid,drug
rac-lactic acid,drug
lactitol,drug
laidlomycin,drug
lamotrigine,drug
lamictal,drug
laurocapram,drug
dodecyl gallate,drug
lead acetate,drug
lead sulfide,drug
letosteine,drug
levocabastin,drug
levocabastine,drug
nafarelin,drug
calcium oxide,drug
limonene,drug
fidaxomicin,drug
lipiarmicin,drug
lipiarmycin,drug
lipiarrmycin,drug
lithium bromide,drug
lithium chloride,drug
lithium succinate,drug
lofexidine,drug
lomefloxacin,drug
lonazolac,drug
lonidamine,drug
loratadine,drug
claritin,drug
lormetazepam,drug
n-methyllorazepam,drug
loxoprofen,drug
lsh- beta,drug
lsh-b,drug
lutropin alpha,drug
loracarbef,drug
lycopene,drug
lisinopril,drug
madecassic acid,drug
magaldrate,drug
magaldrato,drug
magaldratum,drug
monalium hydrate,drug
magnesium carbonate,drug
magnesium phosphate,drug
malic acid,drug
maltitol,drug
maltodextrin,drug
maltol,drug
mandelic acid,drug
manganese chloride,drug
manganese dioxide,drug
manganese sulfate,drug
manidipine,drug
calcipotriene,drug
calcipotriol,drug
daivonex,drug
dovonex,drug
mebeverine,drug
mebhydrolin,drug
mebhydroline,drug
meclocycline,drug
mecobalamin,drug
methylcobalamin,drug
medifoxamine,drug
methylprednisolon,drug
methylprednisolone,drug
metigestrona,drug
medrysone,drug
mefenorex,drug
megestrol,drug
megestrol acetate,drug
menadiol,drug
menatetrenone,drug
mepindolol,drug
meprednisone,drug
mequitazine,drug
mercuric iodide,drug
mercuric oxide,drug
meropenem,drug
mesulfen,drug
metampicillin,drug
methampicillin,drug
methdilazine,drug
methixen,drug
methixene,drug
metisene,drug
metixene,drug
methoxyphenamine,drug
methyl anthranilate,drug
methyl benzoate,drug
methyl oleate,drug
methyl salicylate,drug
methylethyl ketone,drug
methylnaltrexone,drug
methylnicotinate,drug
methylparaben,drug
metocurine,drug
metopimazine,drug
melperone,drug
metylperon,drug
mevalonolactone,drug
micronomicin,drug
midecamycin,drug
miglitol,drug
glyset,drug
minaprine,drug
minaxolone,drug
mivacurium,drug
moclaime,drug
moclamide,drug
moclobemid,drug
moclobemide,drug
modafinil,drug
moderateafinil,drug
moexipril,drug
monooctanoin,drug
monoolein,drug
mofebutazone,drug
monosulfiram,drug
sulfiram,drug
morniflumate,drug
moroxydine,drug
morphia,drug
morphine,drug
morphium,drug
moxonidine,drug
musk ketone,drug
myricetin,drug
myristyl alcohol,drug
diethylhomospermine,drug
n-acetylmethionine,drug
n-acetyltryptophan,drug
n-dodecane,drug
miltefosine,drug
valrubicin,drug
valstar,drug
nabilone,drug
cesamet,drug
nabumetone,drug
relafen,drug
naftazone,drug
naftifine,drug
nalmefene,drug
narasin,drug
naringenin,drug
narbivolol,drug
nebivolol,drug
nedocromil,drug
nefazodone,drug
niaprazine,drug
nickel sulfate,drug
nicorandil,drug
nicotine polacrilex,drug
nifuroxazide,drug
nifurzide,drug
nilutamide,drug
nilandron,drug
nitazoxanide,drug
alinia,drug
nitroxoline,drug
tiagabine,drug
nomegestrol,drug
nonivamide,drug
theodrenaline,drug
cafedrine,drug
norfenefrine,drug
norflurane,drug
tetrafluoroethane,drug
norgestimate,drug
desmethylmethadone,drug
isomethadone i,drug
normethadone,drug
cathine,drug
d-cathine,drug
d-norephedrine,drug
katine,drug
norpseudoephedrine,drug
pseudonorephedrine,drug
octoxynol,drug
oleyl alcohol,drug
olsalazine,drug
oltipraz,drug
l-nmma,drug
tilarginine,drug
omoconazole,drug
rocuronium bromide,drug
orgotein,drug
ormetoprim,drug
osthol,drug
l-ohp,drug
oxalatoplatin,drug
oxalatoplatinum,drug
oxaliplatin,drug
oxantel,drug
oxaprozin,drug
daypro,drug
oxcarbazepina,drug
oxcarbazepine,drug
oxcarbazepinum,drug
oxeladin,drug
oxetorone,drug
oxfendazole,drug
oxibendazole,drug
oxybendazole,drug
oxiconazole,drug
methyl synephrin,drug
methyl synephrine,drug
methylsympatol,drug
methylsynephrin,drug
methylsynephrine,drug
oxilofrine,drug
oxyephedrin,drug
p-hydroxyephedrine,drug
oxiracetam,drug
oxitropium,drug
oxolamine,drug
oxybenzone,drug
oxybutynin,drug
oxychlorosene,drug
oxyphencyclimine,drug
padimate a,drug
padimate-o,drug
palm oil,drug
pantethine,drug
parametadione,drug
paramethadione,drug
teriparatide,drug
paregoric,drug
paroxetina,drug
paroxetine,drug
paroxetinum,drug
avobenzone,drug
parthenolide,drug
clopidogrel,drug
clopidogrelum,drug
penclomedine,drug
pentaerythritol,drug
pentifylline,drug
peppermint oil,drug
perindoprilat,drug
permethrin,drug
phenacemide,drug
phendimetrazine,drug
phenethicillin,drug
pheneticillin,drug
phenethylamine,drug
phenindamine,drug
phenindiamine,drug
acide carbolique,drug
acide phenique,drug
benzenol,drug
carbolic acid,drug
carbolsaeure,drug
hydroxybenzene,drug
karbolsaeure,drug
monohydroxybenzene,drug
oxybenzene,drug
phenic acid,drug
phenyl alcohol,drug
phenyl hydroxide,drug
phenylic acid,drug
phenylic alcohol,drug
phenothrin,drug
phensuximide,drug
benzeneacetic acid,drug
phenylacetic acid,drug
慣-toluic acid,drug
?-phenylacetic acid,drug
developer z,drug
edaravone,drug
norphenazone,drug
phenyltoloxamine,drug
pholcodine,drug
foscarmet,drug
foscarnet,drug
phosphoramidic acid,drug
phytosphingosine,drug
picosulfate sodium,drug
sodium picosulfate,drug
pimethixene,drug
pimobendan,drug
pinacidil,drug
pinaverium,drug
pioglitazone,drug
carpiperone,drug
floropipamide,drug
fluoropipamide,drug
pipamperone,drug
pipazetate,drug
pipazethate,drug
pipecurium,drug
pipecuronium,drug
pipenzolate,drug
estropipate,drug
piperine,drug
piperonal,drug
piprozolin,drug
piprozoline,drug
pirarubicin,drug
thp-adm,drug
thp-doxorubicin,drug
theprubicin,drug
pirbuterol,drug
piretanide,drug
pirlimycin,drug
piroctone olamine,drug
isradipine,drug
dynacirc,drug
poldine,drug
polidocanol,drug
polydocanol,drug
polydatin,drug
polydextrose,drug
polyestradiol,drug
peg-asparaginase,drug
peg/l-asparaginase,drug
pegaspargase,drug
polynoxylin,drug
potassium bromide,drug
potassium carbonate,drug
potassium hydroxide,drug
potassium iodate,drug
potassium nitrate,drug
potassium nitrite,drug
potassium phosphate,drug
potassium sulfate,drug
potassium tellurite,drug
pralidoxime,drug
pramocaine,drug
pramoxine,drug
prednicarbate,drug
pridinol,drug
procaterol,drug
progabide,drug
prolintane,drug
promestriene,drug
propamidine,drug
propentofylline,drug
propicillin,drug
propionamide,drug
propionic acid,drug
propyl acetate,drug
propylene carbonate,drug
isopropylene glycol,drug
methyl glycol,drug
methylethyl glycol,drug
propylene glycol,drug
慣-propyleneglycol,drug
propylparaben,drug
propyphenazone,drug
proglumetacin,drug
proparacaine,drug
proxymetacaine,drug
proxyphylline,drug
polysaccharide-k,drug
pirisudanol,drug
pyrisuccideanol,drug
ferrous disulfide,drug
pyrite,drug
pyrithione,drug
acetylformic acid,drug
pyroracemic acid,drug
pyruvic acid,drug
pyrvinium,drug
quazepam,drug
doral,drug
quinapril,drug
quinaprilat,drug
quinfamide,drug
quinhydrone,drug
quinupramine,drug
cisapride,drug
ractopamine,drug
ramiprilat,drug
ramipril,drug
tritace,drug
rapamycin,drug
sirolimus,drug
remoxipride,drug
reproterol,drug
resorcinol,drug
resveratrol,drug
retinamide,drug
rifamicine sv,drug
rifamycin,drug
rifamycin sv,drug
rifomycin sv,drug
rifapentine,drug
rifaxidin,drug
rifaximin,drug
rifaximinun,drug
riluzole,drug
risperdone,drug
risperidone,drug
ropivacaine,drug
acrosoxacin,drug
rosoxacin,drug
aceroxatidine,drug
roxatidine acetate,drug
royal jelly,drug
ganirelix,drug
ketorolac,drug
rac-ketorolac,drug
ranolazine,drug
ruscogenin,drug
salicin,drug
disalicylic acid,drug
disalicylsaeure,drug
salsalate,drug
salsalato,drug
sasapyrin,drug
sasapyrine,drug
sasapyrinum,drug
disalcid,drug
salinomycin,drug
salmaterol,drug
salmeterol,drug
calcitonin salmon,drug
calcitonin-salmon,drug
salmon calcitonin,drug
phenyl salicylate,drug
salsolinol,drug
sarkosyl,drug
scarlet red,drug
secnidazole,drug
selenious acid,drug
selenium disulfide,drug
selenium disulphide,drug
selenium sulfide,drug
selenium sulphide,drug
serrapeptase,drug
serratiopeptidase,drug
sertaconazole,drug
sertraline,drug
sevofluran,drug
sevoflurane,drug
sibutramine,drug
silver sulfide,drug
simvastatin,drug
zocor,drug
pramipexole,drug
sobrerol,drug
baking soda,drug
sodium bicarbonate,drug
sodium bisulfite,drug
sodium borate,drug
sodium bromide,drug
disodium carbonate,drug
natriumkarbonat,drug
natrum carbonicum,drug
soda ash,drug
